Oyuncu,Yaş,Uyruk,Mevki,Sezon,Lig,Kategori,MP,DK,GLS,AST,ASR,TOS,SOT,BCM,KEYP,BCC,SDR,APS,APS%,ALB,LBA%,ACR,CA%,CLS,YC,RC,ELTG,DRP,TACK,INT,BLS,ADW,xG,xA,GI,XGI,Bonservis
Heung Min Son,32,KOR,F,24/25,UEFA Europa League,International competitions,10,673,3,1,7.23,22,9,0,12,3,20,242,82.6,0,,4,13.8,0,0,0,0,2,2,2,8,,2.59,1.24,4,3.82,20.000.000
Heung Min Son,28,KOR,F,20/21,UEFA Europa League,International competitions,7,325,3,1,7.01,10,6,0,6,1,4,95,77.2,4,100.0,2,16.7,0,0,0,0,4,2,0,3,8,,,4,,85.000.000
Heung Min Son,24,KOR,F,16/17,UEFA Europa League,International competitions,2,54,0,0,6.45,1,0,1,1,0,2,16,88.9,2,100.0,,,0,0,0,0,0,2,0,0,1,,,0,,30.000.000
Heung Min Son,23,KOR,F,15/16,UEFA Europa League,International competitions,7,503,3,4,7.34,17,6,1,9,1,13,173,79.0,2,66.7,0,,0,0,0,0,4,9,3,4,2,,,7,,25.000.000
Heung Min Son,30,KOR,F,22/23,UEFA Champions League,International competitions,8,624,2,0,7.13,15,8,1,11,2,7,127,78.4,1,33.3,5,15.2,2,1,0,0,6,10,1,2,2,1.55,1.24,2,2.78,50.000.000
Heung Min Son,27,KOR,F,19/20,UEFA Champions League,International competitions,6,365,5,1,7.45,18,11,4,5,2,13,104,81.9,2,50.0,1,14.3,0,0,0,0,9,8,2,1,1,,,6,,64.000.000
Heung Min Son,26,KOR,F,18/19,UEFA Champions League,International competitions,12,905,4,1,6.74,33,17,2,6,0,20,238,84.1,3,50.0,0,,1,3,0,0,19,14,5,9,3,,,5,,80.000.000
Heung Min Son,25,KOR,F,17/18,UEFA Champions League,International competitions,7,426,4,0,7.07,25,9,2,4,1,6,104,86.0,4,100.0,1,25.0,1,0,0,0,9,7,0,8,1,,,4,,50.000.000
Heung Min Son,24,KOR,F,16/17,UEFA Champions League,International competitions,6,423,1,0,6.52,14,3,1,5,0,5,133,79.2,1,50.0,2,15.4,1,0,0,0,2,4,1,8,2,,,1,,30.000.000
Heung Min Son,29,KOR,F,21/22,UEFA Conference League,International competitions,3,139,1,1,7.20,5,3,1,4,1,4,50,84.7,,,3,60.0,0,0,0,0,1,1,0,1,,,,2,,75.000.000
Hickey Aaron,21,SCO,D,23/24,Premier League,Domestic leagues,9,720,0,0,6.64,7,1,0,1,0,5,225,89.3,9,64.3,0,,0,5,0,0,0,16,3,2,2,0.21,0.14,0,0.35,10.000.000
Hickey Aaron,20,SCO,D,22/23,Premier League,Domestic leagues,26,1929,0,1,6.63,11,2,0,6,1,17,616,84.7,27,54.0,4,14.8,1,7,0,0,14,38,17,4,14,0.41,0.58,1,0.99,28.000.000
Hickey Aaron,19,SCO,D,21/22,Serie A,Domestic leagues,36,2834,5,1,6.84,21,13,0,19,2,30,818,83.0,16,32.7,8,15.4,8,7,0,0,10,46,29,3,18,,,6,,18.000.000
Hickey Aaron,18,SCO,D,20/21,Serie A,Domestic leagues,11,763,0,0,6.30,2,0,0,2,0,7,283,88.4,15,68.2,2,28.6,1,3,1,0,10,12,15,1,6,,,0,,5.000.000
Hickey Aaron,17,SCO,D,19/20,Scottish Premiership,Domestic leagues,16,1428,1,1,6.73,10,4,0,10,0,19,339,74.0,31,43.7,5,21.7,1,4,1,1,8,19,16,3,16,,,2,,525.000
Ian Maatsen,22,NED,D,24/25,Premier League,Domestic leagues,29,1164,1,2,6.80,19,5,0,21,4,13,535,86.9,9,40.9,10,19.6,2,2,0,0,7,29,15,6,10,0.86,2.43,3,3.29,28.000.000
Ian Maatsen,21,NED,D,23/24,Premier League,Domestic leagues,12,222,0,0,6.43,5,1,1,2,0,0,86,72.3,2,28.6,2,25.0,0,1,0,0,4,3,3,3,3,0.81,0.20,0,1.01,20.000.000
Ian Maatsen,21,NED,D,23/24,Bundesliga,Domestic leagues,16,1269,2,2,7.27,11,4,0,8,3,13,838,89.4,51,67.1,7,26.9,6,5,0,0,14,30,13,1,2,0.92,1.69,4,2.61,30.000.000
Ian Maatsen,20,NED,D,22/23,Championship,Domestic leagues,39,3298,4,6,7.01,36,11,1,40,11,25,1866,83.5,86,41.1,23,27.4,11,8,1,0,28,76,53,15,21,,,10,,9.000.000
Ian Maatsen,19,NED,D,21/22,Championship,Domestic leagues,40,3154,3,1,6.80,48,11,0,41,7,31,1029,72.6,83,43.0,24,16.2,4,9,1,0,35,78,51,18,32,,,4,,1.000.000
Ian Maatsen,22,NED,D,24/25,UEFA Champions League,International competitions,10,384,1,0,6.92,5,2,0,4,0,6,168,89.8,2,40.0,1,16.7,2,1,0,0,5,15,5,0,5,0.63,0.72,1,1.35,28.000.000
Ian Maatsen,21,NED,D,23/24,UEFA Champions League,International competitions,7,630,1,0,7.04,4,3,0,5,2,5,273,85.0,13,50.0,4,23.5,3,3,0,2,9,15,12,1,3,0.18,0.74,1,0.92,20.000.000
Ibrahim Sangare,27,CIV,OS,24/25,Premier League,Domestic leagues,13,597,0,1,6.78,1,1,0,5,2,0,273,85.3,10,47.6,2,100.0,0,3,0,0,9,28,6,0,10,0.02,0.21,1,0.23,24.000.000
Ibrahim Sangare,26,CIV,OS,23/24,Premier League,Domestic leagues,17,1043,0,0,6.76,8,0,1,7,0,6,338,80.7,23,57.5,0,,1,6,0,0,17,42,16,3,9,0.65,0.44,0,1.09,30.000.000
Ibrahim Sangare,26,CIV,OS,23/24,Eredivisie,Domestic leagues,2,180,0,1,7.50,2,0,0,4,1,2,150,89.3,8,53.3,,,1,0,0,0,0,2,2,1,1,0.11,0.29,1,0.40,35.000.000
Ibrahim Sangare,25,CIV,OS,22/23,Eredivisie,Domestic leagues,29,2303,5,1,7.24,38,13,0,25,4,34,1286,84.3,75,61.0,5,33.3,6,5,0,1,17,68,22,10,40,,,6,,35.000.000
Ibrahim Sangare,24,CIV,OS,21/22,Eredivisie,Domestic leagues,29,2415,3,2,7.38,42,14,6,22,4,47,1747,86.1,69,63.3,6,54.5,6,4,0,1,29,95,74,11,39,,,5,,32.000.000
Ibrahim Sangare,23,CIV,OS,20/21,Eredivisie,Domestic leagues,29,2285,1,1,7.31,24,4,1,21,1,36,1623,85.8,88,61.1,2,28.6,4,7,0,0,23,101,61,8,65,,,2,,10.000.000
Ibrahim Sangare,23,CIV,OS,20/21,Ligue 2,Domestic leagues,2,180,0,0,7.05,2,0,0,2,0,3,120,77.9,11,45.8,1,25.0,0,1,0,0,4,8,5,1,2,,,0,,9.500.000
Ibrahim Sangare,22,CIV,OS,19/20,Ligue 1,Domestic leagues,25,2177,0,1,6.86,22,5,2,28,1,30,995,78.7,90,51.1,3,13.6,2,8,0,2,41,84,39,8,46,,,1,,9.500.000
Ibrahim Sangare,21,CIV,OS,18/19,Ligue 1,Domestic leagues,28,2466,1,3,7.07,37,6,2,20,3,50,1206,79.6,110,49.8,1,9.1,7,7,0,1,31,102,29,6,39,,,4,,15.000.000
Ibrahim Sangare,20,CIV,OS,17/18,Ligue 1,Domestic leagues,22,1769,1,2,6.93,23,6,0,19,2,32,692,75.5,82,51.6,2,13.3,6,6,0,0,43,78,25,3,31,,,3,,10.000.000
Ibrahim Sangare,19,CIV,OS,16/17,Ligue 1,Domestic leagues,5,262,0,0,7.18,2,1,0,1,0,4,76,69.7,5,33.3,0,,1,1,0,0,6,21,8,0,4,,,0,,400.000
Ibrahim Sangare,26,CIV,OS,23/24,UEFA Champions League,International competitions,4,360,2,0,7.23,4,2,0,3,0,2,192,85.0,13,65.0,0,,0,0,0,1,4,8,7,1,6,,,2,,30.000.000
Ibrahim Sangare,25,CIV,OS,22/23,UEFA Champions League,International competitions,4,378,1,0,7.23,3,1,0,1,0,6,168,77.4,9,40.9,0,,0,1,0,0,4,19,5,0,3,0.00,0.00,1,0.00,35.000.000
Ibrahim Sangare,24,CIV,OS,21/22,UEFA Champions League,International competitions,6,540,0,0,7.20,5,2,0,7,0,6,372,85.9,11,47.8,,,3,0,0,0,8,20,14,1,13,,,0,,32.000.000
Ibrahim Sangare,25,CIV,OS,22/23,UEFA Europa League,International competitions,6,513,1,1,7.33,5,2,0,6,0,7,219,84.2,13,56.5,,,1,0,0,0,7,22,5,0,4,0.45,0.47,2,0.93,35.000.000
Ibrahim Sangare,24,CIV,OS,21/22,UEFA Europa League,International competitions,4,343,1,0,6.98,3,1,0,3,0,5,215,83.7,9,47.4,,,2,2,2,0,3,14,7,0,6,,,1,,32.000.000
Ibrahim Sangare,23,CIV,OS,20/21,UEFA Europa League,International competitions,7,558,0,1,7.03,3,0,0,4,1,10,317,82.6,16,55.2,0,,1,3,0,0,12,20,14,1,18,,,1,,9.500.000
Ibrahim Sangare,24,CIV,OS,21/22,UEFA Conference League,International competitions,5,443,0,0,7.22,3,0,0,3,1,11,279,85.3,21,72.4,,,2,0,0,0,5,16,9,1,5,,,0,,32.000.000
Ibrahima Konate,25,FRA,D,24/25,Premier League,Domestic leagues,31,2565,1,2,7.08,19,4,2,10,2,3,1713,90.3,45,36.9,,,11,5,0,1,10,40,17,4,75,1.77,0.93,3,2.70,60.000.000
Ibrahima Konate,24,FRA,D,23/24,Premier League,Domestic leagues,22,1584,0,0,7.07,11,2,0,8,1,6,1275,88.0,47,43.1,0,,5,4,1,1,6,36,20,1,77,0.68,0.54,0,1.23,45.000.000
Ibrahima Konate,23,FRA,D,22/23,Premier League,Domestic leagues,18,1551,0,0,6.85,11,3,2,1,1,10,985,87.2,34,40.0,0,,7,5,0,2,11,38,26,5,46,1.23,0.78,0,2.01,35.000.000
Ibrahima Konate,22,FRA,D,21/22,Premier League,Domestic leagues,11,990,0,0,6.99,4,0,0,0,0,2,661,88.1,23,41.8,,,4,2,0,1,3,16,16,0,34,,,0,,30.000.000
Ibrahima Konate,21,FRA,D,20/21,Bundesliga,Domestic leagues,14,695,1,0,6.68,4,2,0,0,0,8,480,86.2,17,37.8,,,1,2,0,0,6,6,8,0,29,,,1,,35.000.000
Ibrahima Konate,20,FRA,D,19/20,Bundesliga,Domestic leagues,8,568,0,0,6.94,1,0,0,1,0,3,303,88.6,9,42.9,2,66.7,2,2,0,0,5,11,5,0,18,,,0,,40.500.000
Ibrahima Konate,19,FRA,D,18/19,Bundesliga,Domestic leagues,28,2431,1,1,7.06,13,4,2,6,0,22,788,76.0,52,40.3,1,50.0,12,7,0,0,10,44,58,1,100,,,2,,30.000.000
Ibrahima Konate,18,FRA,D,17/18,Bundesliga,Domestic leagues,16,1226,0,0,6.75,2,0,0,3,1,1,527,81.0,33,38.8,,,2,1,0,0,5,32,20,0,36,,,0,,7.000.000
Ibrahima Konate,17,FRA,D,16/17,Ligue 2,Domestic leagues,12,996,1,0,6.83,3,1,0,3,0,7,335,76.8,30,46.9,1,100.0,1,1,0,1,7,25,18,0,25,,,1,,300.000
Ibrahima Konate,25,FRA,D,24/25,UEFA Champions League,International competitions,7,649,1,0,7.20,2,2,0,1,0,0,298,91.7,14,73.7,,,4,2,0,1,4,4,9,0,13,0.43,0.06,1,0.49,60.000.000
Ibrahima Konate,23,FRA,D,22/23,UEFA Champions League,International competitions,3,259,0,0,6.97,1,0,0,1,0,1,105,76.6,2,15.4,,,1,1,0,0,0,6,1,0,7,0.03,0.05,0,0.08,35.000.000
Ibrahima Konate,22,FRA,D,21/22,UEFA Champions League,International competitions,8,720,2,0,7.18,7,2,0,4,0,2,466,86.8,19,44.2,,,3,1,0,1,5,16,13,1,23,,,2,,30.000.000
Ibrahima Konate,21,FRA,D,20/21,UEFA Champions League,International competitions,6,475,0,0,6.63,3,1,0,0,0,4,226,81.0,20,52.6,,,0,2,0,0,4,10,7,1,7,,,0,,35.000.000
Ibrahima Konate,20,FRA,D,19/20,UEFA Champions League,International competitions,2,113,0,0,6.55,,,0,0,0,0,65,92.9,3,42.9,,,0,0,0,0,1,1,2,,2,,,0,,40.500.000
Ibrahima Konate,24,FRA,D,23/24,UEFA Europa League,International competitions,7,503,0,0,7.14,,,0,1,0,4,407,88.9,18,51.4,,,2,1,0,0,5,15,10,,22,0.00,0.22,0,0.22,45.000.000
Ibrahima Konate,19,FRA,D,18/19,UEFA Europa League,International competitions,3,270,1,0,7.20,1,1,0,0,0,1,115,80.4,5,31.3,,,0,0,0,0,1,11,6,0,6,,,1,,30.000.000
Ibrahima Konate,18,FRA,D,17/18,UEFA Europa League,International competitions,4,315,0,0,6.55,3,0,0,0,0,7,121,78.6,5,19.2,,,1,1,0,0,2,2,5,1,6,,,0,,7.000.000
Idrissa Gueye,35,SEN,OS,24/25,Premier League,Domestic leagues,37,3072,0,3,7.01,27,5,1,19,3,18,1220,87.1,77,63.6,4,57.1,11,9,0,1,41,133,48,7,25,1.06,1.97,3,3.03,1.500.000
Idrissa Gueye,34,SEN,OS,23/24,Premier League,Domestic leagues,25,1892,4,0,7.04,26,7,0,15,1,11,753,85.6,22,42.3,1,9.1,4,8,0,0,17,73,28,11,15,1.33,0.83,4,2.16,3.000.000
Idrissa Gueye,33,SEN,OS,22/23,Premier League,Domestic leagues,33,2592,0,1,6.90,15,6,0,12,1,19,1022,84.5,37,43.0,0,,6,7,0,3,29,97,56,2,27,0.74,0.81,1,1.55,5.000.000
Idrissa Gueye,29,SEN,OS,18/19,Premier League,Domestic leagues,33,2825,0,2,7.09,19,4,0,18,0,23,1467,84.4,104,61.5,3,23.1,12,6,0,0,38,142,75,8,32,,,2,,25.000.000
Idrissa Gueye,28,SEN,OS,17/18,Premier League,Domestic leagues,33,2757,2,1,7.00,23,7,1,16,1,18,1327,84.7,71,62.3,3,27.3,6,7,1,0,51,117,63,6,33,,,3,,18.000.000
Idrissa Gueye,27,SEN,OS,16/17,Premier League,Domestic leagues,33,2685,1,1,7.25,25,6,2,25,2,26,1627,86.3,96,61.1,4,33.3,8,11,0,0,50,136,81,10,32,,,2,,12.000.000
Idrissa Gueye,26,SEN,OS,15/16,Premier League,Domestic leagues,35,3075,0,1,7.30,30,4,0,28,0,69,1599,85.6,94,65.3,3,20.0,6,10,0,1,32,144,141,10,31,,,1,,9.000.000
Idrissa Gueye,32,SEN,OS,21/22,Ligue 1,Domestic leagues,26,1643,3,1,7.04,24,7,1,15,3,20,1289,93.5,37,78.7,0,,2,4,0,0,26,60,24,9,10,,,4,,12.000.000
Idrissa Gueye,31,SEN,OS,20/21,Ligue 1,Domestic leagues,28,1587,2,1,6.99,19,7,0,13,1,24,1559,92.6,44,71.0,2,28.6,5,3,0,1,24,63,20,7,25,,,3,,15.000.000
Idrissa Gueye,30,SEN,OS,19/20,Ligue 1,Domestic leagues,20,1654,1,2,7.18,11,3,2,23,3,21,1451,92.7,41,77.4,1,14.3,11,2,0,0,25,65,33,5,17,,,3,,24.000.000
Idrissa Gueye,32,SEN,OS,21/22,UEFA Champions League,International competitions,7,406,1,0,6.84,3,2,0,1,0,6,184,87.6,9,69.2,0,,0,1,0,0,4,14,7,0,3,,,1,,12.000.000
Idrissa Gueye,31,SEN,OS,20/21,UEFA Champions League,International competitions,10,495,0,0,6.66,2,0,0,2,0,6,222,86.4,7,38.9,,,0,3,2,0,6,18,5,0,3,,,0,,15.000.000
Idrissa Gueye,30,SEN,OS,19/20,UEFA Champions League,International competitions,7,567,0,1,6.97,3,0,0,3,0,3,378,90.9,8,53.3,0,,4,1,0,0,6,20,12,1,2,,,1,,24.000.000
Idrissa Gueye,28,SEN,OS,17/18,UEFA Europa League,International competitions,2,106,0,0,6.70,1,1,0,0,0,2,66,89.2,1,50.0,0,,0,0,0,0,3,8,3,0,,,,0,,18.000.000
Igor Julio,26,BRA,D,24/25,Premier League,Domestic leagues,13,967,0,0,6.68,1,0,0,2,0,5,661,92.7,28,59.6,1,25.0,1,4,0,1,6,5,4,0,8,0.05,0.27,0,0.32,20.000.000
Igor Julio,25,BRA,D,23/24,Premier League,Domestic leagues,24,1636,0,0,6.87,5,0,0,7,1,16,1327,93.6,23,46.9,0,,2,4,0,0,12,25,14,2,26,0.27,0.51,0,0.79,17.000.000
Igor Julio,24,BRA,D,22/23,Serie A,Domestic leagues,27,2064,0,0,6.84,7,0,1,3,0,9,1155,88.0,92,55.1,0,,4,9,1,1,7,43,25,0,39,0.54,0.23,0,0.77,11.000.000
