Oyuncu,Yaş,Uyruk,Mevki,Sezon,Lig,Kategori,MP,DK,GLS,AST,ASR,TOS,SOT,BCM,KEYP,BCC,SDR,APS,APS%,ALB,LBA%,ACR,CA%,CLS,YC,RC,ELTG,DRP,TACK,INT,BLS,ADW,xG,xA,GI,XGI,Bonservis
Jacob Greaves,24,ENG,D,24/25,Premier League,Domestic leagues,25,2205,1,0,6.86,10,4,2,5,0,4,948,86.6,24,30.0,0,,2,5,0,2,13,40,21,2,85,1.31,0.21,1,1.52,18.000.000
Jacob Greaves,23,ENG,D,23/24,Championship,Domestic leagues,43,3870,2,4,7.30,28,10,5,23,4,12,2905,88.9,101,42.3,2,18.2,11,12,0,1,22,76,44,3,183,2.49,1.79,6,4.28,15.000.000
Jacob Greaves,22,ENG,D,22/23,Championship,Domestic leagues,44,3572,4,2,6.94,23,6,0,16,2,10,1725,80.7,80,34.8,4,10.5,9,7,0,1,21,94,45,7,122,,,6,,11.000.000
Jacob Greaves,21,ENG,D,21/22,Championship,Domestic leagues,46,4140,0,0,7.03,24,3,1,7,1,13,1759,78.4,141,36.6,2,11.8,15,8,0,0,17,83,74,4,153,,,0,,4.500.000
Jacob Greaves,20,ENG,D,20/21,League One,Domestic leagues,39,3509,0,1,7.10,24,3,5,9,0,5,1418,80.1,153,47.4,0,,15,3,0,1,7,55,47,3,154,,,1,,600.000
Jacob Murphy,29,ENG,F,24/25,Premier League,Domestic leagues,35,2379,8,12,7.13,43,15,5,42,16,35,637,75.5,24,41.4,22,18.3,2,4,0,1,24,28,13,12,5,5.72,6.15,20,11.87,16.000.000
Jacob Murphy,28,ENG,F,23/24,Premier League,Domestic leagues,21,1200,3,7,7.21,30,10,3,31,10,13,310,73.6,7,25.0,17,22.1,1,1,0,0,14,20,6,9,4,2.15,3.42,10,5.58,15.000.000
Jacob Murphy,27,ENG,F,22/23,Premier League,Domestic leagues,36,1288,4,2,6.74,29,10,1,20,3,14,275,71.8,10,47.6,11,20.8,0,0,0,0,12,15,7,8,3,3.30,3.07,6,6.37,10.000.000
Jacob Murphy,26,ENG,F,21/22,Premier League,Domestic leagues,33,1482,1,2,6.68,27,5,4,20,3,13,291,64.5,14,25.9,10,18.5,0,4,0,0,15,49,23,5,14,,,3,,4.000.000
Jacob Murphy,25,ENG,F,20/21,Premier League,Domestic leagues,26,1628,2,3,6.73,30,9,1,19,7,39,323,70.5,22,32.8,15,25.4,2,3,0,0,25,39,14,11,6,,,5,,3.500.000
Jacob Murphy,23,ENG,F,18/19,Premier League,Domestic leagues,9,300,0,1,6.59,2,1,0,1,1,3,29,65.9,4,44.4,3,18.8,0,0,0,0,2,6,1,0,4,,,1,,7.000.000
Jacob Murphy,22,ENG,F,17/18,Premier League,Domestic leagues,25,1145,1,1,6.47,22,7,1,11,3,34,184,65.5,7,28.0,7,17.5,1,0,0,0,20,13,6,7,7,,,2,,7.000.000
Jacob Murphy,24,ENG,F,19/20,Championship,Domestic leagues,39,2295,9,4,6.82,65,22,8,45,8,68,378,68.2,27,38.0,38,19.2,3,0,0,0,19,30,12,24,23,,,13,,4.500.000
Jacob Murphy,23,ENG,F,18/19,Championship,Domestic leagues,15,830,2,1,6.70,22,8,2,9,2,16,125,65.1,12,46.2,5,9.3,1,1,0,0,11,9,2,9,4,,,3,,7.000.000
Jacob Murphy,21,ENG,F,16/17,Championship,Domestic leagues,37,2620,9,6,6.61,88,32,4,44,4,70,438,69.3,15,37.5,27,19.1,2,1,0,0,44,42,12,28,23,,,15,,350.000
Jacob Murphy,28,ENG,F,23/24,UEFA Champions League,International competitions,3,87,0,1,7.05,2,0,0,1,0,0,18,85.7,,,0,,0,0,0,0,1,2,0,0,,0.07,0.03,1,0.09,15.000.000
Jacob Ramsey,23,ENG,OS,24/25,Premier League,Domestic leagues,29,1628,1,3,6.87,19,4,2,22,5,25,493,86.6,6,54.5,2,16.7,0,3,1,1,10,30,8,7,7,1.57,2.19,4,3.76,32.000.000
Jacob Ramsey,22,ENG,OS,23/24,Premier League,Domestic leagues,16,856,1,1,6.79,19,5,2,11,1,8,254,81.9,0,,2,18.2,0,2,0,0,10,16,3,4,5,2.17,1.37,2,3.54,35.000.000
Jacob Ramsey,21,ENG,OS,22/23,Premier League,Domestic leagues,35,2645,6,7,6.93,33,13,4,42,8,32,723,83.7,19,54.3,4,22.2,5,5,0,0,37,69,23,9,16,5.05,2.86,13,7.91,32.000.000
Jacob Ramsey,20,ENG,OS,21/22,Premier League,Domestic leagues,34,2476,6,1,6.86,34,11,3,21,2,30,882,87.0,24,55.8,5,19.2,7,6,0,0,39,67,24,11,16,,,7,,22.000.000
Jacob Ramsey,19,ENG,OS,20/21,Premier League,Domestic leagues,22,623,0,0,6.55,11,1,0,6,0,7,190,86.0,11,84.6,2,25.0,0,0,0,0,10,10,4,5,7,,,0,,3.500.000
Jacob Ramsey,23,ENG,OS,24/25,UEFA Champions League,International competitions,10,398,1,2,6.99,6,4,1,10,2,6,133,86.4,2,33.3,0,,1,0,0,0,2,4,4,0,1,1.26,1.26,3,2.52,32.000.000
Jacob Ramsey,22,ENG,OS,23/24,UEFA Conference League,International competitions,3,100,0,0,6.70,4,0,1,2,0,1,49,94.2,0,,0,,0,0,0,0,1,2,0,2,,0.29,0.11,0,0.40,35.000.000
Jaden Philogene Bidace,22,ENG,OS,24/25,Premier League,Domestic leagues,21,804,2,0,6.63,19,6,4,6,0,9,153,77.7,2,28.6,4,23.5,1,4,1,1,9,25,13,4,5,2.43,0.34,2,2.77,16.000.000
Jaden Philogene Bidace,21,ENG,OS,23/24,Premier League,Domestic leagues,1,10,0,0,6.40,,,0,0,0,0,3,75.0,,,,,0,0,0,0,0,0,0,,,0.00,0.00,0,0.00,8.000.000
Jaden Philogene Bidace,19,ENG,OS,21/22,Premier League,Domestic leagues,1,11,0,0,6.10,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,0,,500.000
Jaden Philogene Bidace,21,ENG,OS,23/24,Championship,Domestic leagues,32,2809,12,6,7.32,116,40,6,52,7,87,769,82.8,15,42.9,13,18.3,6,9,0,0,47,78,21,36,13,8.24,4.96,18,13.20,5.000.000
Jaden Philogene Bidace,20,ENG,OS,22/23,Championship,Domestic leagues,37,2240,4,1,6.74,68,15,4,21,2,61,401,74.0,17,37.8,12,23.1,2,1,0,0,26,64,18,19,12,,,5,,2.500.000
Jaden Philogene Bidace,19,ENG,OS,21/22,Championship,Domestic leagues,11,544,1,0,6.75,17,6,0,8,1,22,165,77.5,3,27.3,3,33.3,1,0,0,0,9,15,6,6,3,,,1,,500.000
Jaden Philogene Bidace,22,ENG,OS,24/25,UEFA Champions League,International competitions,3,124,0,0,6.77,1,0,0,1,0,1,16,76.2,,,,,1,0,0,0,2,8,3,0,,0.04,0.04,0,0.08,16.000.000
Jamaal Lascelles,30,ENG,D,23/24,Premier League,Domestic leagues,16,1080,1,0,6.81,6,1,1,2,0,1,667,86.7,14,29.8,0,,5,4,0,0,5,14,5,1,47,0.75,0.12,1,0.87,4.000.000
Jamaal Lascelles,29,ENG,D,22/23,Premier League,Domestic leagues,7,227,0,0,6.53,2,0,0,0,0,0,79,84.9,5,55.6,,,0,2,0,0,0,1,0,1,6,0.11,0.01,0,0.12,4.500.000
Jamaal Lascelles,28,ENG,D,21/22,Premier League,Domestic leagues,26,2061,1,0,6.73,17,4,2,4,0,1,515,74.6,35,35.4,,,2,5,0,0,8,15,22,4,89,,,1,,7.000.000
Jamaal Lascelles,27,ENG,D,20/21,Premier League,Domestic leagues,19,1627,2,0,6.86,15,3,0,3,0,4,498,80.2,42,41.2,0,,2,4,0,0,3,14,12,4,47,,,2,,13.000.000
Jamaal Lascelles,26,ENG,D,19/20,Premier League,Domestic leagues,24,2079,1,0,6.83,9,2,0,2,0,4,676,79.8,53,45.7,,,7,5,0,1,5,14,28,2,74,,,1,,14.500.000
Jamaal Lascelles,25,ENG,D,18/19,Premier League,Domestic leagues,32,2745,0,1,6.96,11,1,0,3,2,1,847,76.7,72,41.1,0,,10,4,0,2,3,32,39,1,92,,,1,,18.000.000
Jamaal Lascelles,24,ENG,D,17/18,Premier League,Domestic leagues,33,2928,3,0,7.01,12,8,1,6,0,5,913,77.0,79,38.7,0,,9,5,0,0,7,31,28,0,126,,,3,,15.000.000
Jamaal Lascelles,22,ENG,D,15/16,Premier League,Domestic leagues,18,1148,2,0,6.81,4,4,0,2,0,3,388,79.8,26,37.7,0,,3,1,1,0,4,12,28,0,42,,,2,,4.000.000
Jamaal Lascelles,23,ENG,D,16/17,Championship,Domestic leagues,43,3675,3,1,7.16,24,4,0,10,3,0,1825,84.2,155,48.7,1,20.0,16,6,0,1,14,32,47,5,171,,,4,,4.500.000
Jamaal Lascelles,30,ENG,D,23/24,UEFA Champions League,International competitions,5,450,0,0,6.82,2,0,0,1,0,1,168,82.8,10,55.6,,,0,0,0,0,0,5,0,2,17,0.10,0.18,0,0.27,4.000.000
Jamal Lewis,26,NIR,D,2024,Brasileirão Betano,Domestic leagues,6,231,0,1,6.80,1,0,0,2,1,4,113,86.9,2,25.0,2,20.0,0,0,0,0,2,5,0,1,3,0.04,0.29,1,0.33,3.000.000
Jamal Lewis,25,NIR,D,23/24,Championship,Domestic leagues,36,2780,0,2,6.83,20,6,1,33,5,17,1036,82.4,22,27.8,23,23.5,3,3,0,0,28,72,19,8,6,1.11,3.20,2,4.31,4.000.000
Jamal Lewis,20,NIR,D,18/19,Championship,Domestic leagues,42,3716,0,4,6.66,22,6,2,26,3,46,1328,76.5,43,22.1,16,17.6,12,6,0,0,17,71,39,6,27,,,4,,1.000.000
Jamal Lewis,19,NIR,D,17/18,Championship,Domestic leagues,22,1792,0,0,6.62,3,1,0,10,0,23,628,80.1,17,23.3,2,8.3,7,4,0,0,8,48,24,0,17,,,0,,250.000
Jamal Lewis,24,NIR,D,22/23,Premier League,Domestic leagues,2,13,0,0,6.30,,,0,0,0,0,12,85.7,,,,,0,0,0,0,0,0,0,,,0.00,0.00,0,0.00,8.000.000
Jamal Lewis,23,NIR,D,21/22,Premier League,Domestic leagues,5,266,0,0,6.46,,,0,1,0,0,62,78.5,4,33.3,0,,1,1,0,0,1,8,3,,1,,,0,,10.000.000
Jamal Lewis,22,NIR,D,20/21,Premier League,Domestic leagues,24,1844,0,1,6.48,3,1,0,14,1,12,501,77.1,31,33.7,13,29.5,3,4,0,0,22,37,11,1,10,,,1,,15.000.000
Jamal Lewis,21,NIR,D,19/20,Premier League,Domestic leagues,28,2303,1,0,6.55,9,4,0,15,1,34,824,78.9,31,29.8,10,22.7,2,4,0,0,14,51,25,2,7,,,1,,12.000.000
James Bree,27,ENG,D,24/25,Premier League,Domestic leagues,17,1078,0,1,6.62,4,1,0,10,2,4,461,86.5,11,37.9,7,24.1,1,0,0,0,15,19,9,3,13,0.11,0.70,1,0.81,2.500.000
James Bree,25,ENG,D,22/23,Premier League,Domestic leagues,5,368,0,0,6.52,1,1,0,4,0,2,108,77.7,4,44.4,4,30.8,0,1,0,0,1,5,6,0,9,0.03,0.23,0,0.26,2.000.000
James Bree,26,ENG,D,23/24,Championship,Domestic leagues,19,1106,0,1,6.86,4,2,0,8,1,9,718,90.7,11,45.8,10,16.4,1,0,1,0,6,19,7,0,15,0.16,1.48,1,1.64,2.200.000
James Bree,25,ENG,D,22/23,Championship,Domestic leagues,27,2430,0,4,7.14,17,3,0,60,13,11,587,70.3,45,36.3,64,29.4,10,3,0,0,12,34,25,3,42,,,4,,2.000.000
James Bree,24,ENG,D,21/22,Championship,Domestic leagues,44,3912,1,6,7.05,32,9,1,67,11,13,913,66.7,83,38.1,89,30.6,16,5,0,0,25,66,40,10,63,,,7,,3.000.000
James Bree,23,ENG,D,20/21,Championship,Domestic leagues,24,1604,1,0,6.77,11,3,0,27,1,10,428,69.9,11,18.0,28,31.1,5,0,0,0,11,18,13,3,27,,,1,,2.000.000
James Bree,22,ENG,D,19/20,Championship,Domestic leagues,39,3037,0,5,6.65,10,4,1,33,4,16,800,72.2,40,30.3,37,27.4,3,2,0,0,19,34,36,4,67,,,5,,1.200.000
James Bree,21,ENG,D,18/19,Championship,Domestic leagues,22,1748,0,1,6.68,6,0,1,13,0,5,605,77.3,34,40.0,12,24.0,1,1,0,0,11,31,33,1,48,,,1,,1.000.000
James Bree,20,ENG,D,17/18,Championship,Domestic leagues,7,495,0,0,6.61,3,1,0,3,0,5,159,75.0,12,41.4,3,27.3,2,0,0,0,7,5,4,0,11,,,0,,1.000.000
James Bree,19,ENG,D,16/17,Championship,Domestic leagues,26,2098,0,2,6.80,12,2,0,20,2,11,543,66.9,44,28.4,14,23.3,8,0,0,0,12,30,33,3,55,,,2,,1.500.000
James Garner,23,ENG,OS,24/25,Premier League,Domestic leagues,21,1599,0,1,6.96,12,4,0,13,2,7,573,82.1,28,50.9,15,26.3,4,5,0,0,17,47,23,2,11,0.67,1.38,1,2.04,18.000.000
James Garner,22,ENG,OS,23/24,Premier League,Domestic leagues,37,3005,1,2,7.09,41,11,1,44,7,19,920,82.8,46,53.5,25,22.3,11,7,0,1,47,83,45,10,25,2.71,3.74,3,6.45,20.000.000
James Garner,21,ENG,OS,22/23,Premier League,Domestic leagues,16,803,0,1,6.66,9,3,1,7,0,7,241,80.9,9,36.0,5,13.5,2,3,0,0,10,16,12,3,12,0.76,0.50,1,1.27,14.000.000
James Garner,18,ENG,OS,19/20,Premier League,Domestic leagues,1,8,0,0,6.40,,,0,0,0,0,14,100.0,1,100.0,,,0,0,0,0,1,0,0,,,,,0,,3.000.000
James Garner,20,ENG,OS,21/22,Championship,Domestic leagues,44,3601,4,8,7.27,49,14,0,88,9,18,1207,80.6,66,43.7,69,31.2,15,8,0,0,51,82,62,19,24,,,12,,4.000.000
James Garner,19,ENG,OS,20/21,Championship,Domestic leagues,40,2840,4,1,7.01,52,14,2,37,4,20,1051,81.0,78,53.1,27,25.2,9,4,0,1,43,57,47,13,36,,,5,,4.000.000
James Garner,18,ENG,OS,19/20,UEFA Europa League,International competitions,4,283,0,0,6.75,2,0,0,0,0,2,180,90.0,9,75.0,,,1,0,0,0,5,6,6,1,3,,,0,,3.000.000
James Hill,22,ENG,D,24/25,Premier League,Domestic leagues,10,456,0,1,6.70,6,0,0,3,1,1,147,71.7,7,19.4,0,,0,1,0,0,8,15,9,2,15,0.29,0.26,1,0.55,3.000.000
James Hill,21,ENG,D,23/24,Premier League,Domestic leagues,5,88,0,0,6.83,,,0,0,0,0,24,70.6,3,33.3,,,0,0,0,0,0,3,3,,4,0.00,0.01,0,0.01,2.000.000
James Hill,21,ENG,D,23/24,Championship,Domestic leagues,18,1302,1,3,7.04,13,4,0,8,3,1,663,78.6,40,39.2,3,20.0,3,3,0,0,6,33,29,4,52,0.75,0.96,4,1.71,2.000.000
James Hill,19,ENG,D,21/22,Championship,Domestic leagues,1,1,0,0,,,,0,0,0,0,1,100.0,,,,,0,0,0,0,0,0,0,,,,,0,,1.000.000
James Hill,20,ENG,D,22/23,Scottish Premiership,Domestic leagues,14,1091,0,0,6.81,7,1,0,3,0,5,425,69.4,37,32.7,1,33.3,3,3,0,1,5,25,21,2,47,,,0,,1.000.000
James Justin,26,ENG,D,24/25,Premier League,Domestic leagues,36,2928,2,2,6.81,25,7,2,14,1,9,963,78.1,34,29.8,11,19.3,2,6,0,2,23,58,46,11,69,1.50,0.83,4,2.32,13.000.000
James Justin,24,ENG,D,22/23,Premier League,Domestic leagues,14,1254,0,0,6.84,5,0,0,7,0,4,556,81.5,27,42.2,7,33.3,4,0,0,0,5,20,15,2,23,0.31,0.47,0,0.78,25.000.000
James Justin,23,ENG,D,21/22,Premier League,Domestic leagues,13,997,0,0,6.75,5,1,1,9,1,5,450,80.6,16,33.3,3,20.0,2,0,0,0,8,22,17,3,13,,,0,,17.000.000
James Justin,22,ENG,D,20/21,Premier League,Domestic leagues,23,2070,2,1,7.07,10,3,1,21,4,18,848,80.5,27,36.5,7,11.9,9,4,0,0,21,61,30,3,26,,,3,,10.000.000
James Justin,21,ENG,D,19/20,Premier League,Domestic leagues,13,1010,0,1,6.96,7,0,0,13,1,8,563,82.6,20,32.8,7,18.9,4,1,0,0,10,36,11,1,22,,,1,,4.000.000
James Justin,25,ENG,D,23/24,Championship,Domestic leagues,39,2636,2,2,7.13,18,4,0,16,2,8,1768,87.4,88,54.7,9,29.0,5,4,0,0,20,71,44,6,55,1.14,2.18,4,3.32,15.000.000
James Justin,23,ENG,D,21/22,UEFA Conference League,International competitions,5,334,0,0,6.72,,,0,2,0,2,137,74.1,1,11.1,1,33.3,0,0,0,0,3,11,0,,4,,,0,,17.000.000
James Justin,22,ENG,D,20/21,UEFA Europa League,International competitions,6,458,0,0,6.90,3,0,1,2,0,6,257,78.8,14,37.8,1,10.0,2,0,0,0,3,14,11,1,6,,,0,,10.000.000
James Maddison,28,ENG,OS,24/25,Premier League,Domestic leagues,31,1826,9,7,7.30,39,17,5,41,6,33,995,86.7,41,51.9,22,22.4,0,6,0,0,20,31,12,11,5,5.83,5.91,16,11.74,42.000.000
James Maddison,27,ENG,OS,23/24,Premier League,Domestic leagues,28,2152,4,9,7.59,58,23,4,68,11,32,1177,87.4,43,62.3,23,17.3,1,5,0,0,14,33,13,19,3,6.43,6.27,13,12.70,70.000.000
James Maddison,26,ENG,OS,22/23,Premier League,Domestic leagues,30,2484,10,9,7.33,85,29,6,69,12,46,805,79.5,52,54.7,35,28.5,3,10,0,1,31,51,13,32,4,8.68,5.74,19,14.42,70.000.000
James Maddison,25,ENG,OS,21/22,Premier League,Domestic leagues,35,2466,12,8,7.32,72,34,2,49,11,31,771,80.7,53,61.6,21,16.9,2,3,0,0,32,40,11,18,5,,,20,,55.000.000
James Maddison,24,ENG,OS,20/21,Premier League,Domestic leagues,31,2103,8,5,7.22,75,23,0,52,6,29,850,83.3,34,64.2,24,22.6,3,4,0,0,27,32,9,26,2,,,13,,50.000.000
James Maddison,23,ENG,OS,19/20,Premier League,Domestic leagues,31,2628,6,3,7.34,74,18,6,79,8,51,1223,83.0,72,56.3,60,27.1,8,4,0,0,45,59,9,30,7,,,9,,55.000.000
James Maddison,22,ENG,OS,18/19,Premier League,Domestic leagues,36,2848,7,7,7.36,83,28,5,101,13,50,1176,83.8,79,65.8,67,32.7,3,4,1,0,44,48,12,24,11,,,14,,45.000.000
James Maddison,21,ENG,OS,17/18,Championship,Domestic leagues,44,3638,14,8,7.59,115,30,2,124,8,104,1818,86.2,115,65.7,58,29.4,5,7,0,0,36,49,23,49,12,,,22,,10.000.000
James Maddison,20,ENG,OS,16/17,Championship,Domestic leagues,3,32,1,0,6.90,1,1,0,1,0,0,28,90.3,0,,1,50.0,0,0,0,0,1,3,1,0,,,,1,,2.000.000
James Maddison,28,ENG,OS,24/25,UEFA Europa League,International competitions,11,702,3,3,7.27,13,7,2,19,2,11,356,87.5,12,57.1,3,10.3,0,0,0,0,4,5,7,3,2,1.99,2.03,6,4.03,42.000.000
James Maddison,25,ENG,OS,21/22,UEFA Europa League,International competitions,5,278,1,2,7.68,12,3,1,11,2,8,114,86.4,5,55.6,4,18.2,0,1,0,0,2,4,3,4,1,,,3,,55.000.000
James Maddison,24,ENG,OS,20/21,UEFA Europa League,International competitions,6,346,2,1,7.72,14,5,0,12,4,9,119,76.8,6,60.0,7,18.4,1,0,0,0,3,5,3,3,1,,,3,,50.000.000
James Maddison,25,ENG,OS,21/22,UEFA Conference League,International competitions,8,509,3,0,7.28,18,7,0,10,1,18,232,82.6,5,26.3,6,17.6,1,2,0,0,7,11,0,6,1,,,3,,55.000.000
James Mcatee,22,ENG,OS,24/25,Premier League,Domestic leagues,15,362,3,0,6.68,12,4,3,3,2,2,98,83.8,,,2,25.0,0,1,0,0,6,5,2,0,2,2.80,0.81,3,3.61,20.000.000
James Mcatee,21,ENG,OS,23/24,Premier League,Domestic leagues,31,1843,3,3,6.64,26,9,2,28,4,33,352,72.0,7,28.0,9,25.0,0,2,0,0,20,32,11,8,12,3.07,2.14,6,5.21,12.000.000
James Mcatee,19,ENG,OS,21/22,Premier League,Domestic leagues,2,18,0,0,6.30,1,0,0,0,0,1,9,69.2,,,,,0,0,0,0,2,0,0,0,1,,,0,,4.000.000
James Mcatee,20,ENG,OS,22/23,Championship,Domestic leagues,37,1921,9,3,6.89,43,16,2,35,6,39,529,77.5,17,36.2,10,21.3,0,5,0,0,22,30,12,16,8,,,12,,6.000.000
James Mcatee,22,ENG,OS,24/25,UEFA Champions League,International competitions,5,105,1,0,6.70,6,3,1,1,0,2,34,82.9,1,50.0,,,0,1,0,0,1,5,0,2,,0.35,0.06,1,0.41,20.000.000
James Mcatee,19,ENG,OS,21/22,UEFA Champions League,International competitions,1,45,0,0,7.50,,,0,2,1,4,21,80.8,1,100.0,0,,0,0,0,0,0,1,0,,,,,0,,4.000.000
James Milner,38,ENG,OS,24/25,Premier League,Domestic leagues,4,173,0,0,6.97,2,1,0,4,0,1,52,78.8,1,25.0,3,37.5,0,1,0,0,0,5,2,0,,0.16,0.15,0,0.32,1.000.000
James Milner,37,ENG,OS,23/24,Premier League,Domestic leagues,15,778,0,2,6.89,5,1,0,16,2,3,432,86.4,19,61.3,8,27.6,1,3,0,0,5,20,8,2,6,0.28,1.73,2,2.00,1.500.000
James Milner,36,ENG,OS,22/23,Premier League,Domestic leagues,31,915,0,1,6.68,7,1,0,13,2,11,494,81.4,31,50.0,11,21.2,2,2,0,0,19,26,12,1,13,0.40,1.65,1,2.04,2.000.000
James Milner,35,ENG,OS,21/22,Premier League,Domestic leagues,24,863,0,1,7.04,10,2,0,22,2,2,604,86.0,27,57.4,13,30.2,2,2,0,0,17,28,17,3,13,,,1,,3.000.000
James Milner,34,ENG,OS,20/21,Premier League,Domestic leagues,26,1066,0,1,6.82,12,3,0,13,1,6,734,85.6,29,53.7,10,29.4,2,3,0,0,22,26,14,4,24,,,1,,5.000.000
James Milner,33,ENG,OS,19/20,Premier League,Domestic leagues,22,940,2,2,6.85,12,4,1,10,1,10,650,87.0,49,61.3,2,10.0,3,4,0,0,20,16,7,2,13,,,4,,12.000.000
James Milner,32,ENG,OS,18/19,Premier League,Domestic leagues,31,1795,5,4,7.17,24,8,0,44,6,15,1185,84.6,81,59.6,38,28.4,6,6,1,0,26,43,18,13,20,,,9,,15.000.000
James Milner,31,ENG,OS,17/18,Premier League,Domestic leagues,32,1762,0,3,7.02,21,5,0,34,5,12,1279,86.5,85,65.4,29,23.6,3,3,0,0,24,58,22,8,23,,,3,,12.000.000
James Milner,30,ENG,OS,16/17,Premier League,Domestic leagues,36,3159,7,3,7.07,36,17,2,59,3,31,1727,79.7,131,43.1,53,20.5,10,5,0,0,49,94,44,10,56,,,10,,15.000.000
James Milner,29,ENG,OS,15/16,Premier League,Domestic leagues,28,2414,5,11,7.11,39,11,1,61,6,19,1064,77.4,71,47.0,59,31.9,6,10,1,0,53,69,37,15,32,,,16,,14.000.000
James Milner,37,ENG,OS,23/24,UEFA Europa League,International competitions,5,177,0,0,6.76,1,1,0,1,0,0,91,87.5,4,57.1,0,,0,0,0,0,1,4,0,0,4,0.08,0.12,0,0.19,1.500.000
James Milner,29,ENG,OS,15/16,UEFA Europa League,International competitions,12,1013,2,3,7.27,13,4,1,31,4,14,511,81.9,53,64.6,17,19.5,2,0,0,0,24,19,22,5,19,,,5,,14.000.000
James Milner,36,ENG,OS,22/23,UEFA Champions League,International competitions,8,240,0,0,6.67,1,0,0,1,0,3,123,85.4,6,54.5,1,14.3,0,1,0,0,1,11,2,1,2,0.04,0.16,0,0.20,2.000.000
James Milner,35,ENG,OS,21/22,UEFA Champions League,International competitions,8,229,0,1,6.54,2,1,0,3,1,0,113,75.8,4,40.0,2,20.0,0,3,0,0,4,6,2,1,3,,,1,,3.000.000
James Milner,34,ENG,OS,20/21,UEFA Champions League,International competitions,6,362,0,0,6.93,5,1,0,2,1,2,184,79.3,15,62.5,1,14.3,1,2,0,0,8,14,8,3,6,,,0,,5.000.000
James Milner,33,ENG,OS,19/20,UEFA Champions League,International competitions,8,415,0,1,6.91,4,2,0,10,0,6,313,86.2,12,41.4,9,29.0,0,1,0,0,3,12,3,1,8,,,1,,12.000.000
James Milner,32,ENG,OS,18/19,UEFA Champions League,International competitions,12,902,2,2,7.03,12,5,1,20,1,4,442,81.5,41,53.2,11,22.0,2,1,0,0,10,24,9,1,16,,,4,,15.000.000
James Milner,31,ENG,OS,17/18,UEFA Champions League,International competitions,13,922,0,8,7.05,8,3,2,25,5,10,497,84.2,30,57.7,15,29.4,5,1,0,0,25,26,12,3,12,,,8,,12.000.000
James Milner,33,ENG,OS,19/20,UEFA Super Cup,International competitions,1,64,0,0,7.50,,,0,4,1,0,34,77.3,5,83.3,4,100.0,0,0,0,0,4,3,1,,,,,0,,12.000.000
James Tarkowski,32,ENG,D,24/25,Premier League,Domestic leagues,33,2924,1,1,7.30,15,4,2,16,5,5,1042,81.6,128,54.5,0,,10,6,0,1,15,64,41,4,103,1.31,2.35,2,3.67,9.000.000
James Tarkowski,31,ENG,D,23/24,Premier League,Domestic leagues,38,3419,1,1,7.32,25,5,4,23,5,16,1186,77.8,159,53.4,3,50.0,13,11,0,1,21,61,56,5,145,2.62,2.72,2,5.35,13.000.000
James Tarkowski,30,ENG,D,22/23,Premier League,Domestic leagues,38,3420,1,1,7.20,32,9,3,15,6,9,1316,81.2,122,47.3,,,9,6,0,0,18,51,51,9,120,3.11,1.88,2,4.99,18.000.000
James Tarkowski,29,ENG,D,21/22,Premier League,Domestic leagues,35,3107,1,2,7.15,22,6,4,10,0,5,812,68.8,140,47.8,0,,7,11,0,2,14,64,49,2,153,,,3,,22.000.000
James Tarkowski,28,ENG,D,20/21,Premier League,Domestic leagues,36,3240,1,0,7.09,22,6,4,12,1,12,882,70.1,130,44.5,2,33.3,11,6,0,1,24,66,44,1,165,,,1,,25.000.000
James Tarkowski,27,ENG,D,19/20,Premier League,Domestic leagues,38,3420,2,2,7.14,21,5,2,15,6,13,956,70.8,105,39.6,0,,15,10,0,0,23,66,63,6,198,,,4,,28.000.000
James Tarkowski,26,ENG,D,18/19,Premier League,Domestic leagues,35,3087,3,1,7.04,22,10,3,6,0,7,789,69.5,108,37.8,1,20.0,7,8,0,1,21,71,42,2,169,,,4,,18.000.000
James Tarkowski,25,ENG,D,17/18,Premier League,Domestic leagues,31,2790,0,0,7.13,18,5,1,7,1,11,798,72.9,119,42.8,2,50.0,11,5,0,0,21,46,50,3,147,,,0,,15.000.000
James Tarkowski,24,ENG,D,16/17,Premier League,Domestic leagues,19,556,0,0,6.68,5,0,1,4,0,3,177,67.6,24,40.7,0,,1,1,0,0,8,19,11,2,26,,,0,,3.000.000
James Tarkowski,23,ENG,D,15/16,Championship,Domestic leagues,23,1895,0,2,7.19,12,2,0,7,2,29,773,74.8,87,41.0,1,50.0,6,5,1,0,13,42,54,1,87,,,2,,2.000.000
James Ward Prowse,30,ENG,OS,24/25,Premier League,Domestic leagues,24,1454,1,2,6.96,15,6,2,25,6,2,802,91.7,33,64.7,19,27.9,4,3,1,0,12,24,13,5,13,1.70,2.59,3,4.29,8.000.000
James Ward Prowse,29,ENG,OS,23/24,Premier League,Domestic leagues,37,3019,7,7,7.29,44,18,1,64,12,11,1319,89.6,50,63.3,64,33.9,5,4,0,0,26,45,38,13,26,6.20,6.25,14,12.45,22.000.000
James Ward Prowse,28,ENG,OS,22/23,Premier League,Domestic leagues,38,3372,9,4,7.23,44,20,2,76,9,8,1638,85.4,66,46.8,70,29.0,4,6,0,0,39,65,55,11,44,5.82,5.31,13,11.13,38.000.000
